generation,,A1,A2,,N1,N2,,sp1_p1,sp1_p1sd,sp1_t1,sp1_t1sd,sp1_q1,sp1_q1sd,,sp2_p1,sp2_p1sd,sp2_t1,sp2_t1sd,sp2_q1,sp2_q1sd,,sp1sp1, sp1sp2, sp2sp2, sp2sp1,hybrid,,BDM_0,BDM_1,BDM_2,BDM_3,BDM_4,BDM_5,BDM_6,BDM_7,BDM_8,BDM_9,BDM_10,BDM_11,BDM_12,BDM_13,BDM_14,BDM_15,BDM_16,BDM_17,BDM_18,BDM_19,,hy_0,hy_1,hy_2,hy_3,hy_4,hy_5,hy_6,hy_7,hy_8,hy_9,hy_10,hy_11,hy_12,hy_13,hy_14,hy_15,hy_16,hy_17,hy_18,hy_19,,p1_0,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p1_11,p1_12,p1_13,p1_14,p1_15,p1_16,p1_17,p1_18,p1_19,,t1_0,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t1_8,t1_9,t1_10,t1_11,t1_12,t1_13,t1_14,t1_15,t1_16,t1_17,t1_18,t1_19,,signal1_p1,signal1_p1sd,signal1_t1,signal1_t1sd, signal1_r{p_t}, signal1_r{bdm_p}, signal1_r{bdm_t}, signal1_Mean_p_mother,signal1_ sd_p_mother, signal1_Mean_t_father,signal1_ sd_t_father, signal1_r{p_mother_t_father},,,
46250,,-0.993876,1.224,,7182,7182,,0.437298,0.0862738,2.83269,0.184344,0.135756,0.374567,,0.538551,0.08214,3.28724,0.115484,0.10944,0.333537,,7129,119,7112,78,562,,0,0,0,0,0.000133333,0.000133333,0.000533333,0.00453333,0.0218667,0.1924,0.817067,0.975867,0.9964,0.9996,1,1,1,0.999867,0.999733,1,,0,0,0,0,0.00133333,0.00133333,0.00533333,0.016,0.072,0.332,0.318667,0.0786667,0.0146667,0.004,0,0,0,0.00133333,0.00266667,0,,0.456467,0.462433,0.4579,0.4423,0.4323,0.430267,0.4311,0.4294,0.4188,0.438067,0.535733,0.556767,0.546267,0.5525,0.5508,0.544167,0.522467,0.5208,0.5178,0.517467,,2.8844,2.8942,2.8746,2.8664,2.844,2.8034,2.7936,2.7786,2.788,2.8934,3.1912,3.2624,3.2934,3.2984,3.2922,3.292,3.2864,3.287,3.2866,3.2726,,0.48819,0.0981437,3.05914,0.272247,0.45538,0.510999,0.822554,0.488977,0.0999141,3.06133,0.271815,0.453366,,0.1232,0.126422
46500,,-1.27298,1.63997,,7161,7199,,0.432244,0.0826081,2.78096,0.185985,0.136992,0.365303,,0.556859,0.0797061,3.36997,0.137369,0.112655,0.336391,,7082,119,7151,96,552,,0.000666667,0,0,0,0,0,0.000133333,0.00253333,0.0294667,0.1816,0.815733,0.982,0.999067,1,0.999867,1,1,1,1,0.999867,,0.00666667,0,0,0,0,0,0.00133333,0.0186667,0.0666667,0.357333,0.332,0.06,0.008,0,0.00133333,0,0,0,0,0.00133333,,0.428433,0.423967,0.423233,0.424433,0.430733,0.434267,0.4383,0.440633,0.447467,0.456933,0.532333,0.548167,0.556967,0.558267,0.566933,0.563267,0.554367,0.5536,0.555733,0.554133,,2.6962,2.7234,2.7262,2.7836,2.8018,2.819,2.8294,2.8192,2.8348,2.8972,3.2458,3.335,3.3368,3.3492,3.3674,3.376,3.3792,3.3906,3.4036,3.41,,0.494608,0.101957,3.07622,0.33347,0.543576,0.602302,0.869893,0.495327,0.102757,3.07403,0.337455,0.546589,,0.1238,0.122607
46750,,-1.39779,1.70354,,7173,7209,,0.444856,0.0839066,2.73317,0.188647,0.140248,0.375967,,0.542163,0.0795726,3.36159,0.134204,0.105146,0.323683,,7112,94,7147,89,558,,0,0,0,0.000133333,0,0.000266667,0.000266667,0.00506667,0.0184,0.187733,0.826933,0.982,0.999333,0.999867,1,1,1,0.999867,1,1,,0,0,0,0.00133333,0,0.00133333,0.00266667,0.0173333,0.0653333,0.345333,0.314667,0.0693333,0.004,0.00133333,0,0,0,0.00133333,0,0,,0.4307,0.432333,0.440133,0.4409,0.4391,0.437467,0.4511,0.460267,0.464533,0.4782,0.527067,0.5407,0.5478,0.5493,0.544733,0.535533,0.540733,0.5377,0.544867,0.5347,,2.704,2.7112,2.6884,2.7056,2.7034,2.7374,2.7558,2.7744,2.7922,2.8916,3.2408,3.316,3.3318,3.3464,3.3624,3.366,3.3794,3.3782,3.3918,3.39,,0.493893,0.0947037,3.04834,0.350217,0.470505,0.504966,0.882838,0.494493,0.0938021,3.04884,0.351179,0.453183,,0.122333,0.123101
47000,,-1.21591,1.38845,,7185,7160,,0.471862,0.083527,2.86868,0.202877,0.120251,0.339286,,0.53882,0.0794249,3.38405,0.148526,0.107961,0.326343,,7116,90,7089,87,618,,0,0,0,0,0,0,0.000133333,0.00266667,0.0282667,0.177067,0.814933,0.9752,0.9952,0.999867,1,1,1,1,0.999867,1,,0,0,0,0,0,0,0.00133333,0.00666667,0.0866667,0.326667,0.333333,0.092,0.024,0.00133333,0,0,0,0,0.00133333,0,,0.4886,0.4858,0.472767,0.477667,0.472267,0.472467,0.458167,0.451533,0.4632,0.4922,0.527367,0.545567,0.5404,0.5367,0.5352,0.545867,0.533433,0.540267,0.532467,0.5369,,2.9064,2.8912,2.8746,2.8702,2.8448,2.8656,2.8674,2.8562,2.8662,2.9402,3.2438,3.3422,3.3666,3.3728,3.3964,3.4008,3.3924,3.4088,3.4012,3.3914,,0.505442,0.0878214,3.12496,0.309873,0.327844,0.37468,0.816777,0.506533,0.0887894,3.12297,0.312768,0.34483,,0.1144,0.111313
47250,,-0.911605,1.02029,,7222,7218,,0.486243,0.081598,2.99965,0.184878,0.121158,0.342662,,0.544216,0.078388,3.37461,0.152764,0.112635,0.331714,,7162,97,7143,92,506,,0,0,0,0.000133333,0,0,0.0004,0.0028,0.0217333,0.171733,0.814267,0.98,0.998,0.999867,1,1,1,1,1,1,,0,0,0,0.00133333,0,0,0.004,0.0173333,0.072,0.262667,0.308,0.0706667,0.00933333,0.00133333,0,0,0,0,0,0,,0.4971,0.485067,0.492633,0.485667,0.489167,0.489433,0.477133,0.486267,0.4777,0.494033,0.537967,0.554633,0.532033,0.551733,0.546167,0.5478,0.541467,0.541667,0.535233,0.540367,,2.983,3.0022,3.0088,3.0036,3.0102,3.0076,3.0054,2.9822,3.0052,3.071,3.317,3.3856,3.3766,3.3812,3.3804,3.3524,3.3636,3.3506,3.371,3.3896,,0.515163,0.0851723,3.18736,0.251486,0.258104,0.33799,0.735007,0.514887,0.086132,3.18526,0.253132,0.27849,,0.116533,0.113353
47500,,-0.62826,0.675206,,7168,7136,,0.492683,0.0799246,3.07462,0.167292,0.121652,0.35334,,0.529498,0.0786454,3.32966,0.128366,0.119254,0.33909,,7096,109,7056,90,649,,0,0,0,0,0,0,0,0.002,0.0294667,0.1948,0.791067,0.971467,0.997867,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.00666667,0.0933333,0.358667,0.362667,0.0946667,0.012,0,0,0,0,0,0,0,,0.490633,0.503267,0.494633,0.494467,0.500633,0.4938,0.4848,0.488333,0.4872,0.4953,0.511633,0.5221,0.5245,0.529333,0.531667,0.5207,0.523,0.527633,0.543033,0.5419,,3.1192,3.117,3.0948,3.0672,3.0616,3.0686,3.0484,3.0576,3.0556,3.1014,3.2696,3.3124,3.3212,3.3274,3.3274,3.3392,3.3334,3.3342,3.3326,3.332,,0.510428,0.0814481,3.20104,0.194836,0.163872,0.222109,0.642895,0.508498,0.081483,3.19912,0.195252,0.192292,,0.120667,0.11984
47750,,-0.458703,0.484492,,7191,7182,,0.494896,0.0814975,3.09464,0.145613,0.1157,0.335773,,0.52272,0.0781598,3.28001,0.111516,0.11139,0.332891,,7123,89,7101,79,608,,0.000133333,0,0,0,0,0,0.000266667,0.00186667,0.0241333,0.187733,0.813733,0.9724,0.996133,0.999867,1,1,1,0.9996,0.999867,1,,0.00133333,0,0,0,0,0,0.00266667,0.0133333,0.0693333,0.341333,0.313333,0.0773333,0.0106667,0.00133333,0,0,0,0.004,0.00133333,0,,0.493967,0.495667,0.486467,0.483133,0.4856,0.485767,0.501133,0.508867,0.506433,0.511867,0.517133,0.527367,0.5251,0.519033,0.526167,0.523733,0.516433,0.520933,0.5286,0.5189,,3.0994,3.087,3.086,3.0862,3.0744,3.0754,3.0812,3.1146,3.1318,3.151,3.261,3.28,3.2812,3.288,3.276,3.2686,3.2748,3.2848,3.2834,3.2742,,0.509115,0.0810337,3.18795,0.159042,0.126968,0.167871,0.574127,0.509967,0.079853,3.18924,0.15879,0.141497,,0.112933,0.111246
48000,,-0.305109,0.299895,,7178,7142,,0.529904,0.0793942,3.18741,0.158095,0.108665,0.327576,,0.520849,0.077827,3.30256,0.107876,0.111173,0.333579,,7107,76,7079,137,601,,0,0,0,0,0,0,0,0.00186667,0.0196,0.188533,0.7972,0.966933,0.997733,0.9996,1,1,1,1,1,0.999867,,0,0,0,0,0,0,0,0.008,0.0746667,0.346667,0.354667,0.106667,0.012,0.00266667,0,0,0,0,0,0.00133333,,0.525567,0.529633,0.515667,0.5234,0.534967,0.538033,0.535233,0.531833,0.530233,0.532567,0.5176,0.510967,0.516367,0.517967,0.522267,0.5252,0.522733,0.521067,0.526433,0.527333,,3.1366,3.146,3.148,3.1976,3.2062,3.2038,3.2096,3.2022,3.2116,3.2432,3.2808,3.3014,3.3076,3.3024,3.3006,3.31,3.287,3.296,3.3044,3.3142,,0.525253,0.0789041,3.24546,0.146974,0.00873658,-0.056714,0.383602,0.524762,0.0775015,3.24299,0.145792,0.0357252,,0.110067,0.109685
48250,,-0.285378,0.288804,,7172,7196,,0.498717,0.0796276,3.14189,0.136682,0.119911,0.343426,,0.504704,0.0777516,3.25633,0.0943175,0.10617,0.32234,,7100,113,7139,88,560,,0,0,0,0,0,0,0,0.00293333,0.0249333,0.1892,0.811333,0.976,0.998267,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.0173333,0.084,0.344,0.316,0.068,0.012,0.00133333,0,0,0,0,0,0,,0.483067,0.495333,0.506933,0.489033,0.487867,0.4955,0.496167,0.511567,0.513567,0.5188,0.5149,0.5083,0.506467,0.5028,0.504967,0.4949,0.505267,0.5007,0.503833,0.507733,,3.1114,3.1106,3.1076,3.1032,3.134,3.1516,3.157,3.1748,3.1956,3.197,3.2262,3.2366,3.244,3.2518,3.2668,3.2688,3.262,3.2674,3.2634,3.2602,,0.502385,0.078874,3.1995,0.131194,0.0400756,0.0379765,0.428987,0.501965,0.0792865,3.19978,0.13135,0.0573904,,0.112533,0.110403
48500,,-0.276969,0.286601,,7144,7179,,0.497802,0.0802545,3.13413,0.126862,0.115761,0.339674,,0.515114,0.0771104,3.2454,0.110188,0.118819,0.336821,,7089,97,7110,102,602,,0,0,0,0,0,0.000266667,0,0.000666667,0.0282667,0.197867,0.809867,0.968667,0.995867,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0.00133333,0,0.00666667,0.0986667,0.362667,0.326667,0.0946667,0.0106667,0.00133333,0,0,0,0,0,0,,0.488567,0.494533,0.481767,0.4785,0.4952,0.495333,0.509167,0.517533,0.517733,0.5017,0.5012,0.508833,0.505033,0.511433,0.5124,0.5212,0.522467,0.516,0.523133,0.522067,,3.115,3.1318,3.1244,3.128,3.142,3.1432,3.1354,3.139,3.1502,3.1534,3.2094,3.2108,3.2248,3.24,3.2366,3.2514,3.251,3.2594,3.2644,3.2766,,0.50619,0.0789874,3.18934,0.131249,0.079433,0.106318,0.416427,0.504705,0.0789276,3.18894,0.131802,0.104879,,0.116733,0.113907
48750,,-0.377547,0.39917,,7214,7161,,0.489607,0.0795607,3.09251,0.116736,0.118381,0.344851,,0.517648,0.0776797,3.24673,0.116935,0.121212,0.344037,,7169,125,7100,107,499,,0,0,0,0,0,0,0,0.00146667,0.0249333,0.180933,0.797067,0.978267,0.997067,0.999867,0.999867,0.999733,1,1,1,1,,0,0,0,0,0,0,0,0.00933333,0.072,0.302667,0.366667,0.068,0.00933333,0.00133333,0.00133333,0.00266667,0,0,0,0,,0.471867,0.473533,0.474167,0.4848,0.487733,0.496467,0.501967,0.498867,0.505633,0.510033,0.507567,0.5129,0.5087,0.516233,0.5111,0.517233,0.519533,0.5259,0.521067,0.532933,,3.0708,3.076,3.0774,3.0836,3.0858,3.0898,3.115,3.108,3.1102,3.147,3.2164,3.2558,3.2504,3.2396,3.2472,3.2316,3.2368,3.2482,3.2534,3.2582,,0.503912,0.0797872,3.17006,0.139899,0.130982,0.170758,0.541981,0.505772,0.0796862,3.16828,0.139068,0.138673,,0.1192,0.117658
49000,,-0.447614,0.461536,,7182,7219,,0.500794,0.0790342,3.08024,0.118427,0.125174,0.351127,,0.51637,0.0792537,3.259,0.107761,0.105693,0.321712,,7109,99,7135,69,588,,0,0,0,0,0,0.000133333,0.000133333,0.0016,0.0292,0.175733,0.835067,0.9836,0.997733,1,1,1,1,0.9996,1,1,,0,0,0,0,0,0.00133333,0.00133333,0.00933333,0.102667,0.293333,0.310667,0.064,0.012,0,0,0,0,0.004,0,0,,0.504567,0.507033,0.503633,0.4961,0.499933,0.4899,0.4906,0.507233,0.4989,0.512,0.5078,0.510967,0.516,0.500333,0.5005,0.513833,0.5278,0.529433,0.531367,0.523467,,3.0612,3.071,3.0566,3.0576,3.0724,3.071,3.0956,3.0946,3.1182,3.1442,3.221,3.229,3.2538,3.2672,3.2562,3.2562,3.2638,3.2616,3.2756,3.2786,,0.50857,0.07957,3.17027,0.143505,0.0783397,0.0964738,0.61098,0.50729,0.0806336,3.1703,0.142594,0.109609,,0.116,0.113611
49250,,-0.272286,0.276629,,7169,7201,,0.519905,0.0817019,3.17138,0.142569,0.118845,0.341026,,0.528197,0.0785974,3.27613,0.112125,0.114151,0.333928,,7100,76,7153,82,589,,0,0,0,0,0,0,0.0004,0.00133333,0.0181333,0.191733,0.828267,0.980267,0.998933,0.999867,1,1,1,1,1,0.999733,,0,0,0,0,0,0,0.00133333,0.012,0.0733333,0.345333,0.324,0.0706667,0.00933333,0.00133333,0,0,0,0,0,0.00266667,,0.502667,0.5186,0.514933,0.516267,0.530667,0.518133,0.5198,0.5216,0.5263,0.5391,0.525267,0.518,0.532267,0.529667,0.521833,0.523367,0.53,0.5234,0.537767,0.542667,,3.1576,3.1596,3.1394,3.1694,3.1766,3.182,3.2012,3.1766,3.175,3.1978,3.234,3.2566,3.2518,3.2504,3.2616,3.2744,3.3016,3.3008,3.3,3.3066,,0.524615,0.0802531,3.22365,0.137993,0.0324718,0.0484044,0.37096,0.524005,0.0797013,3.22549,0.138834,0.0733255,,0.1156,0.113037
49500,,-0.323716,0.337896,,7163,7206,,0.512414,0.0809064,3.20641,0.132804,0.123831,0.35173,,0.53486,0.0758893,3.33276,0.118037,0.10977,0.325392,,7084,82,7130,92,612,,0,0,0,0,0,0,0.0004,0.00386667,0.0236,0.188,0.838933,0.979333,0.9976,0.999733,1,0.999867,1,1,1,1,,0,0,0,0,0,0,0.00133333,0.016,0.076,0.354667,0.302667,0.076,0.0106667,0.00266667,0,0.00133333,0,0,0,0,,0.505867,0.509833,0.503967,0.509867,0.509033,0.511967,0.522,0.523067,0.520333,0.511667,0.519,0.526633,0.5229,0.5197,0.535567,0.542033,0.545233,0.54,0.548967,0.540433,,3.1908,3.2022,3.1812,3.2048,3.2082,3.2156,3.2126,3.2156,3.2172,3.2372,3.2904,3.3098,3.3156,3.314,3.311,3.3156,3.34,3.3556,3.3694,3.3744,,0.523403,0.0793103,3.26906,0.140124,0.0811957,0.137516,0.443733,0.52247,0.0775823,3.26897,0.140184,0.105762,,0.115533,0.113652
49750,,-0.0619367,0.0604402,,7209,7173,,0.517163,0.0821712,3.23504,0.127395,0.128451,0.350585,,0.504667,0.0788224,3.25899,0.104373,0.12087,0.343265,,7148,103,7085,84,580,,0,0,0.000133333,0,0,0,0.0008,0.0028,0.0156,0.178,0.8136,0.977467,0.9968,1,1,1,1,1,0.999867,1,,0,0,0.00133333,0,0,0,0.00533333,0.0186667,0.0533333,0.313333,0.329333,0.08,0.0213333,0,0,0,0,0,0.00133333,0,,0.503667,0.508433,0.517067,0.5286,0.530933,0.520333,0.517433,0.5134,0.515867,0.518533,0.523833,0.516733,0.523667,0.5131,0.504367,0.5026,0.5026,0.488333,0.491633,0.488867,,3.1976,3.2054,3.2318,3.2426,3.2556,3.2338,3.256,3.2466,3.243,3.2496,3.2594,3.266,3.2734,3.2588,3.2608,3.2666,3.2436,3.2478,3.25,3.2588,,0.5115,0.0809738,3.24736,0.116979,0.0227096,-0.0749253,0.100676,0.511817,0.0813615,3.24637,0.11692,0.0384196,,0.123867,0.119857
50000,,0.103823,-0.101372,,7175,7212,,0.524491,0.0799951,3.26548,0.116191,0.120836,0.346055,,0.512112,0.0804453,3.22589,0.126888,0.11883,0.340499,,7099,94,7158,91,558,,0,0,0,0.000133333,0,0.000266667,0.000133333,0.0028,0.0238667,0.183733,0.831067,0.973067,0.9984,0.999867,1,0.999867,0.999867,1,1,0.999867,,0,0,0,0.00133333,0,0.00266667,0.00133333,0.0133333,0.068,0.333333,0.308,0.076,0.008,0.00133333,0,0.00133333,0.00133333,0,0,0.00133333,,0.514967,0.508633,0.5099,0.5239,0.530267,0.525467,0.5375,0.534467,0.531067,0.530067,0.521167,0.5071,0.5095,0.508833,0.506633,0.516267,0.517633,0.5149,0.513233,0.509833,,3.2652,3.2556,3.2672,3.2626,3.257,3.2584,3.2674,3.2816,3.276,3.258,3.2538,3.2382,3.2362,3.2204,3.2262,3.2102,3.228,3.2212,3.2206,3.2204,,0.518567,0.0804116,3.24621,0.123098,0.043941,-0.0748342,-0.15699,0.51769,0.0809834,3.2463,0.122716,0.05237,,0.1188,0.116687
50250,,0.260898,-0.255973,,7173,7155,,0.523083,0.0799893,3.28942,0.0943894,0.108323,0.322456,,0.513208,0.0808957,3.18966,0.143799,0.120615,0.347037,,7096,73,7073,105,653,,0,0,0,0,0,0,0.0008,0.0048,0.0201333,0.192,0.81,0.9748,0.997467,0.999867,0.999733,0.999733,1,1,1,1,,0,0,0,0,0,0,0.00533333,0.0226667,0.072,0.346667,0.344,0.0853333,0.0133333,0.00133333,0.00266667,0.00266667,0,0,0,0,,0.530067,0.5199,0.512767,0.521167,0.527633,0.5167,0.518467,0.525233,0.5268,0.5284,0.508967,0.5151,0.5115,0.500567,0.498367,0.5068,0.516733,0.5219,0.521733,0.5283,,3.2706,3.2798,3.2846,3.2798,3.2778,3.2916,3.2962,3.296,3.3136,3.2934,3.2002,3.1826,3.1824,3.1914,3.201,3.1784,3.1798,3.1958,3.2004,3.1998,,0.517855,0.0804932,3.23976,0.131309,0.0521391,-0.0620367,-0.37667,0.51929,0.0805532,3.24088,0.130617,0.0597032,,0.114733,0.112503
50500,,0.387962,-0.360749,,7190,7149,,0.527006,0.0810402,3.27403,0.0874432,0.116134,0.338332,,0.490041,0.0832105,3.12679,0.16052,0.130088,0.349213,,7118,82,7094,95,611,,0,0,0.000133333,0,0,0,0,0.00133333,0.0224,0.186267,0.8,0.98,0.9968,0.999333,0.999867,1,0.999867,1,1,1,,0,0,0.00133333,0,0,0,0,0.00666667,0.0693333,0.336,0.366667,0.0786667,0.0173333,0.00266667,0.00133333,0,0.00133333,0,0,0,,0.516133,0.522833,0.519833,0.526867,0.530167,0.5354,0.5292,0.529067,0.535167,0.518833,0.496767,0.5042,0.496333,0.4821,0.481967,0.475233,0.486733,0.490133,0.495733,0.499,,3.2634,3.2736,3.272,3.277,3.28,3.2792,3.2788,3.2712,3.2716,3.239,3.154,3.1382,3.1378,3.123,3.111,3.0982,3.1218,3.1244,3.141,3.1496,,0.508585,0.0840124,3.20024,0.148165,0.12797,-0.21717,-0.487777,0.508442,0.0840374,3.20089,0.147827,0.137721,,0.121867,0.117149
50750,,0.424646,-0.413292,,7185,7172,,0.501569,0.0833194,3.26447,0.0869242,0.120807,0.348401,,0.488159,0.0838364,3.09514,0.171302,0.114473,0.33269,,7124,83,7099,91,603,,0,0,0,0,0,0,0.000266667,0.004,0.0213333,0.189733,0.7988,0.977867,0.9992,1,1,1,1,1,1,1,,0,0,0,0,0,0,0.00266667,0.0133333,0.0693333,0.334667,0.352,0.0826667,0.00266667,0,0,0,0,0,0,0,,0.4837,0.4827,0.4921,0.491667,0.4998,0.507867,0.510667,0.516933,0.513733,0.520733,0.5049,0.495833,0.499267,0.490933,0.4918,0.485567,0.472767,0.487133,0.493067,0.470633,,3.2374,3.241,3.2586,3.2682,3.267,3.275,3.274,3.2688,3.2756,3.2514,3.1438,3.1134,3.1054,3.0928,3.0862,3.0838,3.0862,3.1068,3.0866,3.0846,,0.49559,0.0840544,3.18033,0.159178,0.0894463,-0.0818289,-0.523733,0.495375,0.0844886,3.17954,0.159886,0.10907,,0.117067,0.115629
51000,,0.40345,-0.384175,,7170,7208,,0.511733,0.0820595,3.21333,0.137822,0.108201,0.332787,,0.487285,0.083756,3.05565,0.198683,0.122225,0.350226,,7092,95,7135,89,589,,0,0,0,0.000266667,0,0.000133333,0.0008,0.00173333,0.0257333,0.195733,0.812933,0.975067,0.999067,0.9996,1,0.999867,1,1,1,1,,0,0,0,0.00266667,0,0.00133333,0.00533333,0.012,0.0813333,0.344,0.306667,0.0626667,0.008,0.004,0,0.00133333,0,0,0,0,,0.503467,0.510033,0.5193,0.526633,0.518933,0.517667,0.508833,0.513867,0.499067,0.5006,0.5029,0.5085,0.505467,0.507467,0.499467,0.485433,0.471533,0.466833,0.462667,0.468,,3.2138,3.2296,3.2256,3.2122,3.2166,3.2212,3.1942,3.2108,3.2052,3.1748,3.1466,3.11,3.0914,3.1224,3.0964,3.0674,3.0398,3.0112,2.964,2.9508,,0.499833,0.0840088,3.1352,0.187686,0.103381,-0.142966,-0.411674,0.498972,0.0840703,3.13477,0.185549,0.146424,,0.116133,0.11758
51250,,0.746438,-0.670414,,7185,7194,,0.533055,0.0813204,3.27829,0.116975,0.114266,0.334969,,0.478764,0.0828517,2.99823,0.196089,0.127467,0.355839,,7118,82,7145,91,564,,0,0,0,0,0,0,0.0012,0.00173333,0.0261333,0.173733,0.8212,0.9736,0.997733,0.999867,0.999867,1,1,1,0.999733,0.999867,,0,0,0,0,0,0,0.008,0.008,0.084,0.316,0.318667,0.076,0.0106667,0.00133333,0.00133333,0,0,0,0.00266667,0.00133333,,0.5486,0.5405,0.543533,0.538367,0.529767,0.522767,0.523867,0.527567,0.527167,0.5155,0.4845,0.470967,0.475767,0.4837,0.479067,0.4823,0.4876,0.4773,0.4774,0.4769,,3.2768,3.2806,3.2794,3.29,3.2882,3.282,3.2814,3.2836,3.2606,3.1932,3.0298,2.9988,2.9616,2.9582,2.97,2.9986,3.027,3.0244,3.0378,3.0254,,0.505657,0.0862458,3.13737,0.212368,0.224775,-0.31018,-0.6488,0.505113,0.0846922,3.134,0.213701,0.243984,,0.119533,0.118312
51500,,1.18127,-1.00917,,7191,7201,,0.55446,0.0823788,3.3378,0.105384,0.11431,0.33459,,0.473681,0.085491,2.9117,0.203653,0.129149,0.361854,,7139,112,7130,96,523,,0,0,0,0,0,0.0004,0.000266667,0.0036,0.0324,0.183067,0.828667,0.968667,0.996667,1,1,1,1,1,1,1,,0,0,0,0,0,0.00266667,0.00266667,0.0146667,0.0826667,0.302667,0.308,0.0853333,0.012,0,0,0,0,0,0,0,,0.557,0.553733,0.552267,0.560833,0.561433,0.545567,0.548667,0.554,0.559633,0.538967,0.485467,0.479267,0.485,0.483733,0.480033,0.469633,0.4649,0.4707,0.4633,0.467367,,3.3392,3.34,3.3334,3.3382,3.3454,3.3458,3.341,3.3408,3.3106,3.2686,3.012,2.9574,2.9456,2.9432,2.9316,2.894,2.8824,2.8736,2.887,2.8818,,0.514075,0.0928261,3.12558,0.265271,0.367799,-0.427636,-0.790216,0.514,0.0924599,3.12118,0.267652,0.387763,,0.122333,0.121768
51750,,1.48639,-1.25163,,7246,7149,,0.580527,0.0805377,3.52129,0.168496,0.107232,0.325281,,0.488838,0.086184,3.00921,0.187883,0.116939,0.341807,,7191,85,7066,109,549,,0.000133333,0,0,0,0,0,0.000266667,0.00266667,0.016,0.160933,0.8044,0.968933,0.997733,0.999733,0.999733,1,1,1,0.999867,1,,0.00133333,0,0,0,0,0,0.00266667,0.016,0.0546667,0.286667,0.342667,0.088,0.008,0.00266667,0.00266667,0,0,0,0.00133333,0,,0.5673,0.5786,0.586833,0.598533,0.583533,0.583333,0.572067,0.576733,0.570567,0.575033,0.508533,0.491733,0.497533,0.4958,0.4979,0.482667,0.4798,0.4844,0.485067,0.484033,,3.497,3.4968,3.5308,3.5218,3.5378,3.5562,3.5398,3.5198,3.4982,3.4144,3.1136,3.0498,3.0124,3.0212,3.016,2.9988,3.01,3.0064,3.012,2.972,,0.535,0.094914,3.26624,0.308588,0.410196,-0.475783,-0.815937,0.534423,0.094279,3.26494,0.312194,0.422587,,0.112333,0.111581
52000,,1.17186,-1.02865,,7173,7170,,0.573268,0.0800855,3.53317,0.171878,0.110972,0.325647,,0.503211,0.0853344,3.12433,0.175106,0.117015,0.340607,,7104,134,7117,94,551,,0,0,0,0,0,0.000133333,0.000533333,0.0016,0.0204,0.196133,0.8096,0.976933,0.997067,0.999733,0.999867,0.999867,1,0.999867,0.999867,1,,0,0,0,0,0,0.00133333,0.00533333,0.0106667,0.068,0.354667,0.333333,0.076,0.0186667,0.00266667,0.00133333,0.00133333,0,0.00133333,0.00133333,0,,0.578,0.575567,0.5683,0.5774,0.5756,0.5745,0.5719,0.573067,0.564667,0.562333,0.526433,0.515967,0.517167,0.520467,0.506367,0.506067,0.496833,0.491,0.483233,0.485467,,3.5436,3.5512,3.545,3.5708,3.543,3.5362,3.538,3.5082,3.4884,3.419,3.2508,3.1882,3.1546,3.1386,3.1318,3.1184,3.0974,3.1048,3.0816,3.0686,,0.538517,0.0897095,3.32891,0.265184,0.325657,-0.383037,-0.754988,0.538532,0.0894866,3.33223,0.267125,0.344193,,0.112533,0.110003
52250,,0.630542,-0.597895,,7192,7182,,0.546027,0.0801613,3.41721,0.151436,0.110261,0.327325,,0.517756,0.0834763,3.18626,0.164393,0.110833,0.323277,,7120,106,7124,83,567,,0,0,0.000133333,0,0,0.000266667,0.000133333,0.0012,0.0186667,0.189733,0.8164,0.9764,0.998267,0.999733,1,1,1,0.999867,1,1,,0,0,0.00133333,0,0,0.00266667,0.00133333,0.00666667,0.0613333,0.328,0.349333,0.0706667,0.00933333,0.00266667,0,0,0,0.00133333,0,0,,0.525067,0.535567,0.5365,0.5412,0.5586,0.565667,0.5506,0.549733,0.5489,0.541733,0.520067,0.509967,0.505967,0.5105,0.5144,0.524667,0.5272,0.524967,0.518367,0.526967,,3.4084,3.3968,3.4024,3.4276,3.409,3.4342,3.4212,3.4328,3.4172,3.3728,3.2318,3.1958,3.1762,3.1648,3.1886,3.1974,3.1784,3.1884,3.184,3.2044,,0.531832,0.083091,3.30161,0.195036,0.139364,-0.169411,-0.583605,0.530973,0.0812798,3.29984,0.19361,0.144326,,0.110667,0.10602
